City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,,,,,,,,,,,,,
Hyderabad,23/06/19,52,28.6,56.16,43.16,59.28,0.55,49.4,,,,,,,,,,,,,
Hyderabad,24/06/19,55,30.25,59.4,45.65,62.7,0.58,52.25,,,,,,,,,,,,,
Hyderabad,25/06/19,51,28.05,55.08,42.33,58.14,0.54,48.45,,,,,,,,,,,,,
Hyderabad,26/06/19,54,29.7,58.32,44.82,61.56,0.57,51.3,,,,,,,,,,,,,
Hyderabad,27/06/19,33,18.15,35.64,27.39,37.62,0.35,31.35,,,,,,,,,,,,,
Hyderabad,28/06/19,29,15.95,31.32,24.07,33.06,0.3,27.55,,,,,,,,,,,,,
Hyderabad,29/06/19,30,16.5,32.4,24.9,34.2,0.32,28.5,,,,,,,,,,,,,
Hyderabad,30/06/19,36,19.8,38.88,29.88,41.04,0.38,34.2,,,,,,,,,,,,,
Hyderabad,01/07/19,42,23.1,45.36,34.86,47.88,0.44,39.9,,,,,,,,,,,,,
Hyderabad,02/07/19,31,17.05,33.48,25.73,35.34,0.33,29.45,,,,,,,,,,,,,
Hyderabad,03/07/19,41,22.55,44.28,34.03,46.74,0.43,38.95,,,,,,,,,,,,,
Hyderabad,04/07/19,43,23.65,46.44,35.69,49.02,0.45,40.85,,,,,,,,,,,,,
Hyderabad,05/07/19,36,19.8,38.88,29.88,41.04,0.38,34.2,,,,,,,,,,,,,
Hyderabad,06/07/19,32,17.6,34.56,26.56,36.48,0.34,30.4,,,,,,,,,,,,,
Hyderabad,07/07/19,42,23.1,45.36,34.86,47.88,0.44,39.9,,,,,,,,,,,,,
Hyderabad,08/07/19,34,18.7,36.72,28.22,38.76,0.36,32.3,,,,,,,,,,,,,
Hyderabad,09/07/19,39,21.45,42.12,32.37,44.46,0.41,37.05,,,,,,,,,,,,,
Hyderabad,10/07/19,29,15.95,31.32,24.07,33.06,0.3,27.55,,,,,,,,,,,,,
Hyderabad,11/07/19,38,20.9,41.04,31.54,43.32,0.4,36.1,,,,,,,,,,,,,
Hyderabad,12/07/19,37,20.35,39.96,30.71,42.18,0.39,35.15,,,,,,,,,,,,,
Hyderabad,13/07/19,42,23.1,45.36,34.86,47.88,0.44,39.9,,,,,,,,,,,,,
Hyderabad,14/07/19,34,18.7,36.72,28.22,38.76,0.36,32.3,,,,,,,,,,,,,
Hyderabad,15/07/19,41,22.55,44.28,34.03,46.74,0.43,38.95,,,,,,,,,,,,,
Hyderabad,16/07/19,61,33.55,65.88,50.63,69.54,0.64,57.95,,,,,,,,,,,,,
Hyderabad,17/07/19,63,34.65,68.04,52.29,71.82,0.66,59.85,,,,,,,,,,,,,
Hyderabad,18/07/19,70,38.5,75.6,58.1,79.8,0.74,66.5,,,,,,,,,,,,,
Hyderabad,19/07/19,81,44.55,87.48,67.23,92.34,0.85,76.95,,,,,,,,,,,,,
Hyderabad,20/07/19,53,29.15,57.24,43.99,60.42,0.56,50.35,,,,,,,,,,,,,
Hyderabad,21/07/19,39,21.45,42.12,32.37,44.46,0.41,37.05,,,,,,,,,,,,,
Hyderabad,22/07/19,34,18.7,36.72,28.22,38.76,0.36,32.3,,,,,,,,,,,,,
Hyderabad,23/07/19,38,20.9,41.04,31.54,43.32,0.4,36.1,,,,,,,,,,,,,
Hyderabad,24/07/19,36,19.8,38.88,29.88,41.04,0.38,34.2,,,,,,,,,,,,,
Hyderabad,25/07/19,38,20.9,41.04,31.54,43.32,0.4,36.1,,,,,,,,,,,,,
Hyderabad,26/07/19,41,22.55,44.28,34.03,46.74,0.43,38.95,,,,,,,,,,,,,
Hyderabad,27/07/19,29,15.95,31.32,24.07,33.06,0.3,27.55,,,,,,,,,,,,,
Hyderabad,28/07/19,39,21.45,42.12,32.37,44.46,0.41,37.05,,,,,,,,,,,,,
Hyderabad,29/07/19,27,14.85,29.16,22.41,30.78,0.28,25.65,,,,,,,,,,,,,
Hyderabad,30/07/19,22,12.1,23.76,18.26,25.08,0.23,20.9,,,,,,,,,,,,,
Hyderabad,31/07/19,25,13.75,27,20.75,28.5,0.26,23.75,,,,,,,,,,,,,
Hyderabad,01/08/19,30,16.5,32.4,24.9,34.2,0.32,28.5,,,,,,,,,,,,,
Hyderabad,02/08/19,25,13.75,27,20.75,28.5,0.26,23.75,,,,,,,,,,,,,
Hyderabad,03/08/19,20,11,21.6,16.6,22.8,0.21,19,,,,,,,,,,,,,
Hyderabad,04/08/19,27,14.85,29.16,22.41,30.78,0.28,25.65,,,,,,,,,,,,,
Hyderabad,05/08/19,27,14.85,29.16,22.41,30.78,0.28,25.65,,,,,,,,,,,,,
Hyderabad,06/08/19,38,20.9,41.04,31.54,43.32,0.4,36.1,,,,,,,,,,,,,
Hyderabad,07/08/19,26,14.3,28.08,21.58,29.64,0.27,24.7,,,,,,,,,,,,,
Hyderabad,08/08/19,40,22,43.2,33.2,45.6,0.42,38,,,,,,,,,,,,,
Hyderabad,09/08/19,35,19.25,37.8,29.05,39.9,0.37,33.25,,,,,,,,,,,,,
Hyderabad,10/08/19,32,17.6,34.56,26.56,36.48,0.34,30.4,,,,,,,,,,,,,
Hyderabad,11/08/19,44,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,
Hyderabad,12/08/19,58,31.9,62.64,48.14,66.12,0.61,55.1,,,,,,,,,,,,,
Hyderabad,13/08/19,70,38.5,75.6,58.1,79.8,0.74,66.5,,,,,,,,,,,,,
Hyderabad,14/08/19,63,34.65,68.04,52.29,71.82,0.66,59.85,,,,,,,,,,,,,
Hyderabad,15/08/19,54,29.7,58.32,44.82,61.56,0.57,51.3,,,,,,,,,,,,,
Hyderabad,16/08/19,48,26.4,51.84,39.84,54.72,0.5,45.6,,,,,,,,,,,,,
Hyderabad,17/08/19,68,37.4,73.44,56.44,77.52,0.71,64.6,,,,,,,,,,,,,
Hyderabad,18/08/19,87,47.85,93.96,72.21,99.18,0.91,82.65,,,,,,,,,,,,,
Hyderabad,19/08/19,74,40.7,79.92,61.42,84.36,0.78,70.3,,,,,,,,,,,,,
Hyderabad,20/08/19,73,40.15,78.84,60.59,83.22,0.77,69.35,,,,,,,,,,,,,
Hyderabad,21/08/19,70,38.5,75.6,58.1,79.8,0.74,66.5,,,,,,,,,,,,,
Hyderabad,22/08/19,59,32.45,63.72,48.97,67.26,0.62,56.05,,,,,,,,,,,,,
Hyderabad,23/08/19,52,28.6,56.16,43.16,59.28,0.55,49.4,,,,,,,,,,,,,
Hyderabad,24/08/19,47,25.85,50.76,39.01,53.58,0.49,44.65,,,,,,,,,,,,,
Hyderabad,25/08/19,38,20.9,41.04,31.54,43.32,0.4,36.1,,,,,,,,,,,,,
Hyderabad,26/08/19,46,25.3,49.68,38.18,52.44,0.48,43.7,,,,,,,,,,,,,
Hyderabad,27/08/19,57,31.35,61.56,47.31,64.98,0.6,54.15,,,,,,,,,,,,,
Hyderabad,28/08/19,58,31.9,62.64,48.14,66.12,0.61,55.1,,,,,,,,,,,,,
Hyderabad,29/08/19,55,30.25,59.4,45.65,62.7,0.58,52.25,,,,,,,,,,,,,
Hyderabad,30/08/19,45,24.75,48.6,37.35,51.3,0.47,42.75,,,,,,,,,,,,,
Hyderabad,31/08/19,30,16.5,32.4,24.9,34.2,0.32,28.5,,,,,,,,,,,,,
Hyderabad,01/09/19,27,14.85,29.16,22.41,30.78,0.28,25.65,,,,,,,,,,,,,
Hyderabad,02/09/19,26,14.3,28.08,21.58,29.64,0.27,24.7,,,,,,,,,,,,,
Hyderabad,03/09/19,30,16.5,32.4,24.9,34.2,0.32,28.5,,,,,,,,,,,,,
Hyderabad,04/09/19,25,13.75,27,20.75,28.5,0.26,23.75,,,,,,,,,,,,,
Hyderabad,05/09/19,26,14.3,28.08,21.58,29.64,0.27,24.7,,,,,,,,,,,,,
Hyderabad,06/09/19,28,15.4,30.24,23.24,31.92,0.29,26.6,,,,,,,,,,,,,
Hyderabad,07/09/19,27,14.85,29.16,22.41,30.78,0.28,25.65,,,,,,,,,,,,,
Hyderabad,08/09/19,25,13.75,27,20.75,28.5,0.26,23.75,,,,,,,,,,,,,
Hyderabad,09/09/19,34,18.7,36.72,28.22,38.76,0.36,32.3,,,,,,,,,,,,,
Hyderabad,10/09/19,32,17.6,34.56,26.56,36.48,0.34,30.4,,,,,,,,,,,,,
Hyderabad,11/09/19,50,27.5,54,41.5,57,0.53,47.5,,,,,,,,,,,,,
Hyderabad,12/09/19,53,29.15,57.24,43.99,60.42,0.56,50.35,,,,,,,,,,,,,
Hyderabad,13/09/19,40,22,43.2,33.2,45.6,0.42,38,,,,,,,,,,,,,
Hyderabad,14/09/19,42,23.1,45.36,34.86,47.88,0.44,39.9,,,,,,,,,,,,,
Hyderabad,15/09/19,46,25.3,49.68,38.18,52.44,0.48,43.7,,,,,,,,,,,,,
Hyderabad,16/09/19,61,33.55,65.88,50.63,69.54,0.64,57.95,,,,,,,,,,,,,
Hyderabad,17/09/19,59,32.45,63.72,48.97,67.26,0.62,56.05,,,,,,,,,,,,,
Hyderabad,18/09/19,55,30.25,59.4,45.65,62.7,0.58,52.25,,,,,,,,,,,,,
Hyderabad,19/09/19,51,28.05,55.08,42.33,58.14,0.54,48.45,,,,,,,,,,,,,
Hyderabad,20/09/19,38,20.9,41.04,31.54,43.32,0.4,36.1,,,,,,,,,,,,,
Hyderabad,21/09/19,54,29.7,58.32,44.82,61.56,0.57,51.3,,,,,,,,,,,,,
Hyderabad,22/09/19,53,29.15,57.24,43.99,60.42,0.56,50.35,,,,,,,,,,,,,
Hyderabad,23/09/19,56,30.8,60.48,46.48,63.84,0.59,53.2,,,,,,,,,,,,,
Hyderabad,24/09/19,52,28.6,56.16,43.16,59.28,0.55,49.4,,,,,,,,,,,,,
Hyderabad,25/09/19,42,23.1,45.36,34.86,47.88,0.44,39.9,,,,,,,,,,,,,
Hyderabad,26/09/19,40,22,43.2,33.2,45.6,0.42,38,,,,,,,,,,,,,
Hyderabad,27/09/19,33,18.15,35.64,27.39,37.62,0.35,31.35,,,,,,,,,,,,,
Hyderabad,28/09/19,48,26.4,51.84,39.84,54.72,0.5,45.6,,,,,,,,,,,,,
Hyderabad,29/09/19,58,31.9,62.64,48.14,66.12,0.61,55.1,,,,,,,,,,,,,
Hyderabad,30/09/19,70,38.5,75.6,58.1,79.8,0.74,66.5,,,,,,,,,,,,,
Hyderabad,01/10/19,76,41.8,82.08,63.08,86.64,0.8,72.2,,,,,,,,,,,,,
Hyderabad,02/10/19,68,37.4,73.44,56.44,77.52,0.71,64.6,,,,,,,,,,,,,
Hyderabad,03/10/19,80,44,86.4,66.4,91.2,0.84,76,,,,,,,,,,,,,
Hyderabad,04/10/19,78,42.9,84.24,64.74,88.92,0.82,74.1,,,,,,,,,,,,,
Hyderabad,05/10/19,72,39.6,77.76,59.76,82.08,0.76,68.4,,,,,,,,,,,,,
Hyderabad,06/10/19,81,44.55,87.48,67.23,92.34,0.85,76.95,,,,,,,,,,,,,
Hyderabad,07/10/19,92,50.6,99.36,76.36,104.88,0.97,87.4,,,,,,,,,,,,,
Hyderabad,08/10/19,99,54.45,106.92,82.17,112.86,1.04,94.05,,,,,,,,,,,,,
Hyderabad,09/10/19,95,52.25,102.6,78.85,108.3,1,90.25,,,,,,,,,,,,,
Hyderabad,10/10/19,78,42.9,84.24,64.74,88.92,0.82,74.1,,,,,,,,,,,,,
Hyderabad,11/10/19,62,34.1,66.96,51.46,70.68,0.65,58.9,,,,,,,,,,,,,
Hyderabad,12/10/19,63,34.65,68.04,52.29,71.82,0.66,59.85,,,,,,,,,,,,,
Hyderabad,13/10/19,68,37.4,73.44,56.44,77.52,0.71,64.6,,,,,,,,,,,,,
Hyderabad,14/10/19,94,51.7,101.52,78.02,107.16,0.99,89.3,,,,,,,,,,,,,
Hyderabad,15/10/19,100,55,108,83,114,1.05,95,,,,,,,,,,,,,
Hyderabad,16/10/19,97,53.35,104.76,80.51,110.58,1.02,92.15,,,,,,,,,,,,,
Hyderabad,17/10/19,116,63.8,125.28,96.28,132.24,1.22,110.2,,,,,,,,,,,,,
Hyderabad,18/10/19,48,26.4,51.84,39.84,54.72,0.5,45.6,,,,,,,,,,,,,
Hyderabad,19/10/19,53,29.15,57.24,43.99,60.42,0.56,50.35,,,,,,,,,,,,,
Hyderabad,20/10/19,57,31.35,61.56,47.31,64.98,0.6,54.15,,,,,,,,,,,,,
Hyderabad,21/10/19,44,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,
Hyderabad,22/10/19,76,41.8,82.08,63.08,86.64,0.8,72.2,,,,,,,,,,,,,
Hyderabad,23/10/19,75,41.25,81,62.25,85.5,0.79,71.25,,,,,,,,,,,,,
Hyderabad,24/10/19,76,41.8,82.08,63.08,86.64,0.8,72.2,,,,,,,,,,,,,
Hyderabad,25/10/19,49,26.95,52.92,40.67,55.86,0.51,46.55,,,,,,,,,,,,,
Hyderabad,26/10/19,44,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,
Hyderabad,27/10/19,54,29.7,58.32,44.82,61.56,0.57,51.3,,,,,,,,,,,,,
Hyderabad,28/10/19,106,58.3,114.48,87.98,120.84,1.11,100.7,,,,,,,,,,,,,
Hyderabad,29/10/19,92,50.6,99.36,76.36,104.88,0.97,87.4,,,,,,,,,,,,,
Hyderabad,30/10/19,93,51.15,100.44,77.19,106.02,0.98,88.35,,,,,,,,,,,,,
Hyderabad,31/10/19,57,31.35,61.56,47.31,64.98,0.6,54.15,,,,,,,,,,,,,
Hyderabad,01/11/19,52,28.6,56.16,43.16,59.28,0.55,49.4,,,,,,,,,,,,,
Hyderabad,02/11/19,60,33,64.8,49.8,68.4,0.63,57,,,,,,,,,,,,,
Hyderabad,03/11/19,84,46.2,90.72,69.72,95.76,0.88,79.8,,,,,,,,,,,,,
Hyderabad,04/11/19,99,54.45,106.92,82.17,112.86,1.04,94.05,,,,,,,,,,,,,
Hyderabad,05/11/19,169,92.95,182.52,140.27,192.66,1.77,160.55,,,,,,,,,,,,,
Hyderabad,06/11/19,172,94.6,185.76,142.76,196.08,1.81,163.4,,,,,,,,,,,,,
Hyderabad,07/11/19,153,84.15,165.24,126.99,174.42,1.61,145.35,,,,,,,,,,,,,
Hyderabad,08/11/19,129,70.95,139.32,107.07,147.06,1.35,122.55,,,,,,,,,,,,,
Hyderabad,09/11/19,158,86.9,170.64,131.14,180.12,1.66,150.1,,,,,,,,,,,,,
Hyderabad,10/11/19,162,89.1,174.96,134.46,184.68,1.7,153.9,,,,,,,,,,,,,
Hyderabad,11/11/19,121,66.55,130.68,100.43,137.94,1.27,114.95,,,,,,,,,,,,,
Hyderabad,12/11/19,101,55.55,109.08,83.83,115.14,1.06,95.95,,,,,,,,,,,,,
Hyderabad,13/11/19,124,68.2,133.92,102.92,141.36,1.3,117.8,,,,,,,,,,,,,
Hyderabad,14/11/19,129,70.95,139.32,107.07,147.06,1.35,122.55,,,,,,,,,,,,,
Hyderabad,15/11/19,125,68.75,135,103.75,142.5,1.31,118.75,,,,,,,,,,,,,
Hyderabad,16/11/19,141,77.55,152.28,117.03,160.74,1.48,133.95,,,,,,,,,,,,,
Hyderabad,17/11/19,134,73.7,144.72,111.22,152.76,1.41,127.3,,,,,,,,,,,,,
Hyderabad,18/11/19,151,83.05,163.08,125.33,172.14,1.59,143.45,,,,,,,,,,,,,
Hyderabad,19/11/19,171,94.05,184.68,141.93,194.94,1.8,162.45,,,,,,,,,,,,,
Hyderabad,20/11/19,182,100.1,196.56,151.06,207.48,1.91,172.9,,,,,,,,,,,,,
Hyderabad,21/11/19,153,84.15,165.24,126.99,174.42,1.61,145.35,,,,,,,,,,,,,
Hyderabad,22/11/19,158,86.9,170.64,131.14,180.12,1.66,150.1,,,,,,,,,,,,,
Hyderabad,23/11/19,167,91.85,180.36,138.61,190.38,1.75,158.65,,,,,,,,,,,,,
Hyderabad,24/11/19,156,85.8,168.48,129.48,177.84,1.64,148.2,,,,,,,,,,,,,
Hyderabad,25/11/19,161,88.55,173.88,133.63,183.54,1.69,152.95,,,,,,,,,,,,,
Hyderabad,26/11/19,182,100.1,196.56,151.06,207.48,1.91,172.9,,,,,,,,,,,,,
Hyderabad,27/11/19,150,82.5,162,124.5,171,1.58,142.5,,,,,,,,,,,,,
Hyderabad,28/11/19,152,83.6,164.16,126.16,173.28,1.6,144.4,,,,,,,,,,,,,
Hyderabad,29/11/19,120,66,129.6,99.6,136.8,1.26,114,,,,,,,,,,,,,
Hyderabad,30/11/19,128,70.4,138.24,106.24,145.92,1.34,121.6,,,,,,,,,,,,,
Hyderabad,01/12/19,128,70.4,138.24,106.24,145.92,1.34,121.6,,,,,,,,,,,,,
Hyderabad,02/12/19,90,49.5,97.2,74.7,102.6,0.95,85.5,,,,,,,,,,,,,
Hyderabad,03/12/19,68,37.4,73.44,56.44,77.52,0.71,64.6,,,,,,,,,,,,,
Hyderabad,04/12/19,157,86.35,169.56,130.31,178.98,1.65,149.15,,,,,,,,,,,,,
Hyderabad,05/12/19,175,96.25,189,145.25,199.5,1.84,166.25,,,,,,,,,,,,,
Hyderabad,06/12/19,180,99,194.4,149.4,205.2,1.89,171,,,,,,,,,,,,,
Hyderabad,07/12/19,181,99.55,195.48,150.23,206.34,1.9,171.95,,,,,,,,,,,,,
Hyderabad,08/12/19,148,81.4,159.84,122.84,168.72,1.55,140.6,,,,,,,,,,,,,
Hyderabad,09/12/19,114,62.7,123.12,94.62,129.96,1.2,108.3,,,,,,,,,,,,,
Hyderabad,10/12/19,118,64.9,127.44,97.94,134.52,1.24,112.1,,,,,,,,,,,,,
Hyderabad,11/12/19,127,69.85,137.16,105.41,144.78,1.33,120.65,,,,,,,,,,,,,
Hyderabad,12/12/19,126,69.3,136.08,104.58,143.64,1.32,119.7,,,,,,,,,,,,,
Hyderabad,13/12/19,73,40.15,78.84,60.59,83.22,0.77,69.35,,,,,,,,,,,,,
Hyderabad,14/12/19,77,42.35,83.16,63.91,87.78,0.81,73.15,,,,,,,,,,,,,
Hyderabad,15/12/19,88,48.4,95.04,73.04,100.32,0.92,83.6,,,,,,,,,,,,,
Hyderabad,16/12/19,99,54.45,106.92,82.17,112.86,1.04,94.05,,,,,,,,,,,,,
Hyderabad,17/12/19,131,72.05,141.48,108.73,149.34,1.38,124.45,,,,,,,,,,,,,
Hyderabad,18/12/19,154,84.7,166.32,127.82,175.56,1.62,146.3,,,,,,,,,,,,,
Hyderabad,19/12/19,150,82.5,162,124.5,171,1.58,142.5,,,,,,,,,,,,,
Hyderabad,20/12/19,151,83.05,163.08,125.33,172.14,1.59,143.45,,,,,,,,,,,,,
Hyderabad,21/12/19,171,94.05,184.68,141.93,194.94,1.8,162.45,,,,,,,,,,,,,
Hyderabad,22/12/19,168,92.4,181.44,139.44,191.52,1.76,159.6,,,,,,,,,,,,,
Hyderabad,23/12/19,154,84.7,166.32,127.82,175.56,1.62,146.3,,,,,,,,,,,,,
Hyderabad,24/12/19,125,68.75,135,103.75,142.5,1.31,118.75,,,,,,,,,,,,,
Hyderabad,25/12/19,148,81.4,159.84,122.84,168.72,1.55,140.6,,,,,,,,,,,,,
Hyderabad,26/12/19,129,70.95,139.32,107.07,147.06,1.35,122.55,,,,,,,,,,,,,
Hyderabad,27/12/19,118,64.9,127.44,97.94,134.52,1.24,112.1,,,,,,,,,,,,,
Hyderabad,28/12/19,135,74.25,145.8,112.05,153.9,1.42,128.25,,,,,,,,,,,,,
Hyderabad,29/12/19,166,91.3,179.28,137.78,189.24,1.74,157.7,,,,,,,,,,,,,
Hyderabad,30/12/19,138,75.9,149.04,114.54,157.32,1.45,131.1,,,,,,,,,,,,,
Hyderabad,31/12/19,97,53.35,104.76,80.51,110.58,1.02,92.15,,,,,,,,,,,,,
Hyderabad,01/01/20,81,44.55,87.48,67.23,92.34,0.85,76.95,,,,,,,,,,,,,
Hyderabad,02/01/20,59,32.45,63.72,48.97,67.26,0.62,56.05,,,,,,,,,,,,,
Hyderabad,03/01/20,61,33.55,65.88,50.63,69.54,0.64,57.95,,,,,,,,,,,,,
Hyderabad,04/01/20,98,53.9,105.84,81.34,111.72,1.03,93.1,,,,,,,,,,,,,
Hyderabad,05/01/20,115,63.25,124.2,95.45,131.1,1.21,109.25,,,,,,,,,,,,,
Hyderabad,06/01/20,116,63.8,125.28,96.28,132.24,1.22,110.2,,,,,,,,,,,,,
Hyderabad,07/01/20,93,51.15,100.44,77.19,106.02,0.98,88.35,,,,,,,,,,,,,
Hyderabad,08/01/20,79,43.45,85.32,65.57,90.06,0.83,75.05,,,,,,,,,,,,,
Hyderabad,09/01/20,82,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,
Hyderabad,10/01/20,142,78.1,153.36,117.86,161.88,1.49,134.9,,,,,,,,,,,,,
Hyderabad,11/01/20,152,83.6,164.16,126.16,173.28,1.6,144.4,,,,,,,,,,,,,
Hyderabad,12/01/20,142,78.1,153.36,117.86,161.88,1.49,134.9,,,,,,,,,,,,,
Hyderabad,13/01/20,135,74.25,145.8,112.05,153.9,1.42,128.25,,,,,,,,,,,,,
Hyderabad,14/01/20,134,73.7,144.72,111.22,152.76,1.41,127.3,,,,,,,,,,,,,
Hyderabad,15/01/20,111,61.05,119.88,92.13,126.54,1.17,105.45,,,,,,,,,,,,,
Hyderabad,16/01/20,69,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,
Hyderabad,17/01/20,68,37.4,73.44,56.44,77.52,0.71,64.6,,,,,,,,,,,,,
Hyderabad,18/01/20,69,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,
Hyderabad,19/01/20,75,41.25,81,62.25,85.5,0.79,71.25,,,,,,,,,,,,,
Hyderabad,20/01/20,78,42.9,84.24,64.74,88.92,0.82,74.1,,,,,,,,,,,,,
Hyderabad,21/01/20,85,46.75,91.8,70.55,96.9,0.89,80.75,,,,,,,,,,,,,
Hyderabad,22/01/20,79,43.45,85.32,65.57,90.06,0.83,75.05,,,,,,,,,,,,,
Hyderabad,23/01/20,115,63.25,124.2,95.45,131.1,1.21,109.25,,,,,,,,,,,,,
Hyderabad,24/01/20,128,70.4,138.24,106.24,145.92,1.34,121.6,,,,,,,,,,,,,
Hyderabad,25/01/20,135,74.25,145.8,112.05,153.9,1.42,128.25,,,,,,,,,,,,,
Hyderabad,26/01/20,129,70.95,139.32,107.07,147.06,1.35,122.55,,,,,,,,,,,,,
Hyderabad,27/01/20,120,66,129.6,99.6,136.8,1.26,114,,,,,,,,,,,,,
Hyderabad,28/01/20,104,57.2,112.32,86.32,118.56,1.09,98.8,,,,,,,,,,,,,
Hyderabad,29/01/20,128,70.4,138.24,106.24,145.92,1.34,121.6,,,,,,,,,,,,,
Hyderabad,30/01/20,131,72.05,141.48,108.73,149.34,1.38,124.45,,,,,,,,,,,,,
Hyderabad,31/01/20,131,72.05,141.48,108.73,149.34,1.38,124.45,,,,,,,,,,,,,
Hyderabad,01/02/20,91,50.05,98.28,75.53,103.74,0.96,86.45,,,,,,,,,,,,,
Hyderabad,02/02/20,74,40.7,79.92,61.42,84.36,0.78,70.3,,,,,,,,,,,,,
Hyderabad,03/02/20,77,42.35,83.16,63.91,87.78,0.81,73.15,,,,,,,,,,,,,
Hyderabad,04/02/20,68,37.4,73.44,56.44,77.52,0.71,64.6,,,,,,,,,,,,,
Hyderabad,05/02/20,70,38.5,75.6,58.1,79.8,0.74,66.5,,,,,,,,,,,,,
Hyderabad,06/02/20,80,44,86.4,66.4,91.2,0.84,76,,,,,,,,,,,,,
Hyderabad,07/02/20,80,44,86.4,66.4,91.2,0.84,76,,,,,,,,,,,,,
Hyderabad,08/02/20,79,43.45,85.32,65.57,90.06,0.83,75.05,,,,,,,,,,,,,
Hyderabad,09/02/20,82,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,
Hyderabad,10/02/20,66,36.3,71.28,54.78,75.24,0.69,62.7,,,,,,,,,,,,,
Hyderabad,11/02/20,75,41.25,81,62.25,85.5,0.79,71.25,,,,,,,,,,,,,
Hyderabad,12/02/20,96,52.8,103.68,79.68,109.44,1.01,91.2,,,,,,,,,,,,,
Hyderabad,13/02/20,128,70.4,138.24,106.24,145.92,1.34,121.6,,,,,,,,,,,,,
Hyderabad,14/02/20,145,79.75,156.6,120.35,165.3,1.52,137.75,,,,,,,,,,,,,
Hyderabad,15/02/20,142,78.1,153.36,117.86,161.88,1.49,134.9,,,,,,,,,,,,,
Hyderabad,16/02/20,135,74.25,145.8,112.05,153.9,1.42,128.25,,,,,,,,,,,,,
Hyderabad,17/02/20,124,68.2,133.92,102.92,141.36,1.3,117.8,,,,,,,,,,,,,
Hyderabad,18/02/20,113,62.15,122.04,93.79,128.82,1.19,107.35,,,,,,,,,,,,,
Hyderabad,19/02/20,119,65.45,128.52,98.77,135.66,1.25,113.05,,,,,,,,,,,,,
Hyderabad,20/02/20,91,50.05,98.28,75.53,103.74,0.96,86.45,,,,,,,,,,,,,
Hyderabad,21/02/20,82,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,
Hyderabad,22/02/20,71,39.05,76.68,58.93,80.94,0.75,67.45,,,,,,,,,,,,,
Hyderabad,23/02/20,65,35.75,70.2,53.95,74.1,0.68,61.75,,,,,,,,,,,,,
Hyderabad,24/02/20,72,39.6,77.76,59.76,82.08,0.76,68.4,,,,,,,,,,,,,
Hyderabad,25/02/20,88,48.4,95.04,73.04,100.32,0.92,83.6,,,,,,,,,,,,,
Hyderabad,26/02/20,116,63.8,125.28,96.28,132.24,1.22,110.2,,,,,,,,,,,,,
Hyderabad,27/02/20,103,56.65,111.24,85.49,117.42,1.08,97.85,,,,,,,,,,,,,
Hyderabad,28/02/20,94,51.7,101.52,78.02,107.16,0.99,89.3,,,,,,,,,,,,,
Hyderabad,01/03/20,92,50.6,99.36,76.36,104.88,0.97,87.4,,,,,,,,,,,,,
Hyderabad,02/03/20,97,53.35,104.76,80.51,110.58,1.02,92.15,,,,,,,,,,,,,
Hyderabad,03/03/20,97,53.35,104.76,80.51,110.58,1.02,92.15,,,,,,,,,,,,,
Hyderabad,04/03/20,112,61.6,120.96,92.96,127.68,1.18,106.4,,,,,,,,,,,,,
Hyderabad,05/03/20,118,64.9,127.44,97.94,134.52,1.24,112.1,,,,,,,,,,,,,
Hyderabad,06/03/20,90,49.5,97.2,74.7,102.6,0.95,85.5,,,,,,,,,,,,,
Hyderabad,07/03/20,83,45.65,89.64,68.89,94.62,0.87,78.85,,,,,,,,,,,,,
Hyderabad,08/03/20,72,39.6,77.76,59.76,82.08,0.76,68.4,,,,,,,,,,,,,
Hyderabad,09/03/20,71,39.05,76.68,58.93,80.94,0.75,67.45,,,,,,,,,,,,,
Hyderabad,10/03/20,60,33,64.8,49.8,68.4,0.63,57,,,,,,,,,,,,,
Hyderabad,11/03/20,63,34.65,68.04,52.29,71.82,0.66,59.85,,,,,,,,,,,,,
Hyderabad,12/03/20,75,41.25,81,62.25,85.5,0.79,71.25,,,,,,,,,,,,,
Hyderabad,13/03/20,76,41.8,82.08,63.08,86.64,0.8,72.2,,,,,,,,,,,,,
Hyderabad,14/03/20,75,41.25,81,62.25,85.5,0.79,71.25,,,,,,,,,,,,,
Hyderabad,15/03/20,80,44,86.4,66.4,91.2,0.84,76,,,,,,,,,,,,,
Hyderabad,16/03/20,66,36.3,71.28,54.78,75.24,0.69,62.7,,,,,,,,,,,,,
Hyderabad,17/03/20,67,36.85,72.36,55.61,76.38,0.7,63.65,,,,,,,,,,,,,
Hyderabad,18/03/20,66,36.3,71.28,54.78,75.24,0.69,62.7,,,,,,,,,,,,,
Hyderabad,19/03/20,86,47.3,92.88,71.38,98.04,0.9,81.7,,,,,,,,,,,,,
