City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Kolkata,2021-01-22,472.0,62.1,64.7,48.1,84.9,3.4,0.25,81.3,126.7,9.35,14.56,6.06,101.6,Moderate
Bangalore,2021-01-22,412.6,418.1,115.3,143.9,152.9,4.2,2.74,61.7,51.8,19.68,14.33,1.74,265.6,Good
Delhi,2021-01-23,408.6,554.9,30.1,139.1,235.6,3.6,6.66,55.2,38.9,1.94,14.33,0.91,492.3,Moderate
Mumbai,2021-01-23,248.4,31.8,59.8,87.8,203.1,47.4,4.76,81.0,75.4,11.35,14.37,8.53,191.1,Good
Chennai,2021-01-23,56.8,551.4,3.8,112.9,167.5,25.4,7.94,91.0,13.9,19.21,24.69,1.0,236.5,Good
Kolkata,2021-01-23,170.4,226.4,114.0,37.0,194.7,37.1,5.48,47.3,181.2,4.93,21.39,2.95,150.4,Poor
Bangalore,2021-01-23,41.2,266.8,1.5,131.2,90.2,26.4,6.39,83.6,69.4,19.64,14.74,3.79,0.4,Satisfactory
Delhi,2021-01-24,493.2,434.0,86.6,74.7,16.2,22.7,3.22,46.9,27.9,1.74,24.98,6.07,491.9,Satisfactory
Mumbai,2021-01-24,319.3,484.0,74.8,44.9,72.5,22.3,8.62,6.8,183.2,4.06,13.91,7.67,371.5,Very Poor
Chennai,2021-01-24,413.0,407.0,21.2,87.7,193.7,8.8,6.83,30.0,85.2,3.01,19.29,1.04,219.9,Severe
Kolkata,2021-01-24,30.6,147.7,181.1,43.9,102.5,19.3,6.25,26.3,178.2,14.48,26.5,3.88,382.9,Good
Bangalore,2021-01-24,87.5,100.8,194.1,85.5,97.8,19.3,2.48,80.0,36.5,0.47,27.24,7.95,469.6,Good
Delhi,2021-01-25,391.9,595.5,52.1,34.9,28.0,12.1,2.34,5.7,191.9,17.19,20.77,9.45,246.5,Poor
Mumbai,2021-01-25,141.6,297.8,59.9,114.7,212.3,28.2,3.32,15.5,191.7,7.53,15.32,2.3,368.2,Very Poor
Chennai,2021-01-25,380.5,395.4,182.9,121.2,194.5,1.7,0.68,14.9,127.0,2.98,21.84,4.83,225.9,Satisfactory
Kolkata,2021-01-25,72.3,331.5,179.0,104.5,167.5,32.2,1.72,91.5,116.9,12.11,23.89,6.4,253.3,Moderate
Bangalore,2021-01-25,444.4,203.4,94.0,74.3,160.3,30.0,6.45,48.7,35.7,19.88,17.02,2.75,45.0,Good
Delhi,2021-01-26,108.9,397.6,122.1,41.8,79.3,49.1,6.53,65.1,160.4,19.14,7.03,0.08,169.0,Satisfactory
Mumbai,2021-01-26,210.0,53.6,134.7,148.9,243.0,37.2,7.8,71.3,93.6,9.64,21.67,3.05,281.7,Severe
Chennai,2021-01-26,335.3,263.7,4.4,100.7,170.3,10.3,9.82,52.1,114.5,0.2,7.05,5.39,116.1,Poor
Kolkata,2021-01-26,361.7,282.6,2.9,75.9,125.2,48.4,2.53,18.1,153.1,5.06,23.21,9.26,98.5,Moderate
Bangalore,2021-01-26,343.2,384.9,190.7,132.5,71.0,41.2,8.79,44.6,177.9,2.45,29.3,3.96,416.6,Poor
Delhi,2021-01-27,182.4,529.3,91.2,121.6,35.1,7.7,4.85,79.0,89.5,14.06,0.48,4.32,336.0,Satisfactory
Mumbai,2021-01-27,174.6,109.7,74.7,109.6,186.9,13.5,1.72,34.0,60.8,8.95,27.58,8.42,276.3,Severe
Chennai,2021-01-27,403.4,76.0,71.0,131.8,223.1,37.8,7.03,3.3,54.3,12.15,5.61,9.92,240.6,Moderate
Kolkata,2021-01-27,229.3,517.0,49.0,25.9,141.5,22.5,6.96,5.9,27.9,6.75,12.81,2.9,416.8,Very Poor
Bangalore,2021-01-27,9.4,555.7,185.8,133.7,128.1,19.3,6.43,57.5,187.9,15.46,11.99,8.56,392.2,Very Poor
Delhi,2021-01-28,65.0,168.6,181.1,47.9,87.2,20.6,6.34,39.6,107.5,13.91,16.41,7.23,447.1,Severe
Mumbai,2021-01-28,440.3,582.8,199.5,33.3,25.8,28.7,8.04,24.6,182.4,18.89,10.33,1.77,299.6,Moderate
Chennai,2021-01-28,300.5,45.3,21.0,36.3,238.0,49.4,6.09,77.6,9.2,4.49,11.32,7.0,402.4,Satisfactory
Kolkata,2021-01-28,479.9,80.8,62.0,2.6,167.4,16.0,6.15,88.8,168.9,16.38,5.23,4.53,106.1,Good
Bangalore,2021-01-28,220.7,542.5,173.7,99.6,33.8,42.4,2.78,11.0,186.7,16.59,24.87,0.96,73.9,Severe
Delhi,2021-01-29,242.4,458.8,163.4,108.5,128.0,14.8,9.82,66.5,179.1,1.97,3.63,0.01,61.9,Good
Mumbai,2021-01-29,423.1,574.3,109.5,56.5,87.2,42.6,0.05,86.6,77.4,17.89,8.33,2.13,473.0,Satisfactory
Chennai,2021-01-29,188.6,476.6,133.2,48.3,177.0,17.8,8.66,5.2,17.3,9.91,4.91,6.25,53.5,Moderate
Kolkata,2021-01-29,214.5,14.7,114.9,37.4,78.4,20.6,1.88,4.2,9.4,10.03,1.57,6.1,266.1,Very Poor
Bangalore,2021-01-29,13.0,301.2,98.0,65.0,145.6,29.2,8.35,13.6,8.2,11.32,27.93,9.36,172.9,Poor
Delhi,2021-01-30,41.7,501.3,83.5,146.9,22.6,6.5,4.58,39.4,105.4,4.18,13.95,2.67,263.2,Good
Mumbai,2021-01-30,63.2,555.8,104.1,55.9,144.5,27.1,0.46,85.7,83.5,12.22,28.39,5.79,401.6,Poor
Chennai,2021-01-30,164.2,131.4,82.4,101.2,192.4,29.7,7.61,51.5,75.1,6.66,6.26,8.92,435.9,Very Poor
Kolkata,2021-01-30,118.1,431.1,100.5,139.7,69.1,22.0,6.8,19.5,111.4,4.37,3.74,0.65,233.6,Severe
Bangalore,2021-01-30,369.5,390.2,78.8,91.1,232.7,4.7,1.48,83.8,146.8,7.8,26.5,4.55,7.9,Satisfactory
Delhi,2021-01-31,133.8,580.0,186.8,59.2,245.1,6.5,7.5,24.6,21.7,13.17,15.94,0.03,80.3,Poor
Mumbai,2021-01-31,128.7,546.1,27.3,149.0,124.5,31.1,0.67,13.7,162.9,5.56,10.29,7.62,340.2,Very Poor
Chennai,2021-01-31,84.0,265.7,138.3,11.5,183.8,38.8,2.21,38.2,18.0,15.76,0.57,9.43,221.1,Severe
Kolkata,2021-01-31,360.7,295.8,15.6,135.6,186.2,13.7,9.16,76.4,62.3,1.79,2.34,1.13,40.4,Moderate
Bangalore,2021-01-31,274.6,55.3,157.9,46.3,149.2,15.2,0.86,15.1,26.9,4.25,16.9,8.82,241.4,Moderate
Delhi,2021-02-01,78.8,105.3,122.3,78.1,76.9,0.5,6.88,67.9,46.2,16.98,27.45,8.21,424.7,Moderate
Mumbai,2021-02-01,399.5,527.6,17.8,76.8,27.7,22.0,2.01,81.0,164.2,4.88,27.91,7.78,239.0,Moderate
Chennai,2021-02-01,4.6,62.0,144.2,51.2,111.8,41.1,6.81,2.8,52.4,9.52,15.54,1.27,83.1,Very Poor
Kolkata,2021-02-01,135.6,299.7,165.5,30.5,44.2,36.9,6.87,57.6,195.2,11.19,18.44,7.64,277.6,Good
Bangalore,2021-02-01,462.9,530.5,115.6,72.0,18.5,45.9,3.92,55.3,20.0,16.13,18.02,5.16,361.8,Satisfactory
Delhi,2021-02-02,115.5,178.0,35.6,147.3,229.7,31.0,6.16,40.4,135.8,13.74,1.03,0.81,339.8,Satisfactory
Mumbai,2021-02-02,451.8,190.9,29.4,116.0,212.9,2.9,1.38,50.4,29.2,3.46,20.34,6.95,111.4,Satisfactory
Chennai,2021-02-02,186.3,217.6,129.3,35.0,238.5,41.9,2.67,8.9,111.3,8.25,20.48,0.15,168.7,Moderate
Kolkata,2021-02-02,140.6,380.3,21.2,69.9,175.2,39.0,6.82,44.4,37.0,17.73,19.77,5.35,477.8,Satisfactory
Bangalore,2021-02-02,180.8,353.9,47.8,31.1,162.3,22.9,9.93,69.3,20.7,10.28,21.5,1.37,413.8,Moderate
Delhi,2021-02-03,117.3,392.2,142.5,41.7,179.0,24.3,6.23,21.2,9.6,1.96,29.72,0.87,52.1,Very Poor
Mumbai,2021-02-03,75.0,503.2,135.0,116.1,38.9,20.5,3.41,69.8,63.0,16.91,5.57,4.9,387.8,Very Poor
Chennai,2021-02-03,287.6,102.0,97.4,124.8,87.6,6.6,6.35,16.4,27.7,8.75,2.98,9.09,105.1,Moderate
Kolkata,2021-02-03,344.2,160.4,125.4,51.2,110.6,7.7,8.57,37.7,93.7,17.3,29.5,1.47,201.5,Good
Bangalore,2021-02-03,14.5,489.8,89.4,69.8,46.8,11.2,6.54,24.5,124.6,13.45,3.63,2.37,107.8,Severe
Delhi,2021-02-04,309.2,150.5,148.4,129.2,239.2,8.3,3.39,90.3,87.2,2.71,15.07,2.27,320.1,Poor
Mumbai,2021-02-04,308.3,530.8,20.4,96.7,205.0,8.9,5.13,90.0,179.9,18.77,26.63,3.72,105.0,Poor
Chennai,2021-02-04,21.8,31.2,31.6,7.5,8.3,39.2,4.28,90.3,176.8,10.34,21.41,0.43,466.4,Good
Kolkata,2021-02-04,457.4,590.3,172.9,111.8,240.7,23.5,7.42,72.1,65.1,10.82,6.9,7.06,16.9,Good
Bangalore,2021-02-04,180.6,548.9,50.5,55.6,215.6,1.8,8.48,76.2,10.5,2.9,17.88,3.69,104.8,Severe
Delhi,2021-02-05,307.4,257.0,188.3,5.4,236.9,34.2,0.33,80.2,17.8,15.82,12.37,0.0,93.5,Severe
Mumbai,2021-02-05,447.3,359.9,52.2,42.5,201.2,38.0,2.9,69.9,0.6,10.42,25.97,6.48,202.7,Poor
Chennai,2021-02-05,148.4,342.3,71.7,129.0,136.3,18.8,0.81,6.6,72.6,2.13,7.21,3.09,214.2,Poor
Kolkata,2021-02-05,88.4,422.8,23.0,136.8,110.4,45.2,2.76,70.9,111.2,2.84,19.72,2.92,202.8,Very Poor
Bangalore,2021-02-05,249.4,307.8,130.9,109.4,199.5,30.2,4.93,41.4,65.9,10.28,11.65,0.98,217.8,Moderate
Delhi,2021-02-06,121.1,111.7,16.2,120.2,146.3,8.6,4.02,30.7,142.7,13.41,15.52,9.98,70.2,Good
Mumbai,2021-02-06,389.0,124.1,135.2,62.8,142.8,40.8,7.78,75.7,148.8,13.44,25.34,6.07,41.2,Satisfactory
Chennai,2021-02-06,328.3,83.3,83.9,54.2,34.2,26.3,8.54,73.8,73.2,1.93,5.1,3.02,244.1,Good
Kolkata,2021-02-06,194.8,42.8,177.9,114.9,83.1,10.3,0.31,0.8,50.8,3.12,8.66,3.59,30.4,Good
Bangalore,2021-02-06,326.8,350.1,98.5,47.5,233.7,39.6,3.43,66.4,169.1,6.06,23.26,0.09,52.7,Poor
Delhi,2021-02-07,78.6,198.1,169.9,120.8,164.3,14.8,7.0,33.7,167.5,13.05,7.46,1.03,155.0,Poor
Mumbai,2021-02-07,251.6,591.8,161.0,29.1,105.7,17.8,1.34,27.8,13.2,7.35,26.7,5.7,417.2,Poor
Chennai,2021-02-07,266.2,408.8,84.7,6.2,80.6,5.7,2.58,56.1,15.3,1.05,26.32,8.57,284.6,Severe
Kolkata,2021-02-07,63.5,86.6,99.1,35.8,228.0,22.6,1.96,41.4,115.1,19.18,4.44,8.31,104.4,Severe
Bangalore,2021-02-07,349.7,192.2,138.0,13.8,72.9,40.2,5.01,87.6,121.8,14.28,13.39,8.98,301.3,Very Poor
Delhi,2021-02-08,362.5,532.5,140.2,31.0,80.0,42.2,9.31,74.9,0.3,14.57,29.25,4.21,475.2,Very Poor
Mumbai,2021-02-08,11.6,521.4,182.1,29.0,81.8,14.1,9.1,22.5,36.7,11.29,22.23,9.1,469.7,Poor
Chennai,2021-02-08,234.1,377.6,113.1,111.4,228.2,39.1,0.97,52.8,52.3,19.63,22.53,0.25,262.6,Satisfactory
Kolkata,2021-02-08,136.1,109.8,147.9,43.3,0.9,17.6,2.36,28.3,75.1,17.59,21.05,8.35,208.2,Satisfactory
Bangalore,2021-02-08,274.6,417.5,57.2,10.9,46.6,36.1,8.21,97.0,197.3,5.61,2.84,3.26,240.7,Moderate
Delhi,2021-02-09,469.7,512.2,104.2,25.3,113.9,43.4,7.8,76.1,22.3,2.03,28.18,3.9,156.8,Moderate
Mumbai,2021-02-09,185.5,359.1,71.0,62.9,176.1,1.3,5.86,71.3,108.0,3.79,17.95,0.17,413.3,Moderate
Chennai,2021-02-09,46.0,530.5,56.6,19.0,145.6,19.7,10.0,54.7,135.2,13.82,14.43,4.33,343.7,Poor
Kolkata,2021-02-09,198.9,276.0,142.2,48.2,168.1,10.9,1.36,27.0,61.6,17.48,19.5,0.81,135.8,Severe
Bangalore,2021-02-09,446.3,285.1,120.9,101.2,231.9,14.4,6.47,25.5,81.6,16.89,23.79,3.26,428.5,Good
Delhi,2021-02-10,214.2,156.7,13.6,70.9,22.5,15.3,3.65,46.1,169.0,6.19,16.92,5.59,266.4,Poor
Mumbai,2021-02-10,438.9,524.5,14.8,76.6,240.7,5.7,7.43,23.3,111.4,3.19,7.31,9.12,393.3,Satisfactory
Chennai,2021-02-10,295.4,549.1,119.0,59.7,30.1,1.1,0.76,91.1,187.8,17.69,7.3,2.81,188.8,Good
Kolkata,2021-02-10,353.5,28.0,31.8,127.4,185.3,25.0,0.7,8.0,80.5,9.34,22.28,0.47,118.4,Very Poor
Bangalore,2021-02-10,47.5,20.8,192.3,39.8,136.2,33.1,2.57,10.8,2.0,6.5,25.58,9.78,288.7,Satisfactory
Delhi,2021-02-11,156.1,40.5,19.6,72.0,209.8,15.1,5.28,25.3,112.8,5.04,7.35,4.64,168.8,Very Poor
Mumbai,2021-02-11,57.9,209.6,136.8,55.0,23.8,30.5,5.85,84.7,99.3,15.59,21.32,0.49,479.0,Moderate
Chennai,2021-02-11,480.6,541.6,25.8,52.0,179.4,39.0,7.58,57.0,126.0,14.09,10.1,5.77,42.7,Very Poor
Kolkata,2021-02-11,417.9,170.1,199.0,39.1,123.5,5.0,7.86,44.0,98.0,1.07,19.0,4.58,430.7,Very Poor
Bangalore,2021-02-11,4.1,549.9,6.5,22.6,182.1,43.5,8.06,78.9,106.8,5.28,21.73,0.86,348.4,Severe
Delhi,2021-02-12,339.3,230.4,195.2,118.1,248.6,33.2,8.25,33.3,26.7,6.36,22.2,0.08,371.4,Severe
Mumbai,2021-02-12,45.7,307.3,37.0,149.0,53.9,47.2,1.91,38.1,182.9,2.45,21.8,3.48,499.8,Severe
Chennai,2021-02-12,196.8,236.9,81.7,79.7,7.9,5.0,3.16,97.2,51.1,8.97,23.86,8.37,350.8,Moderate
Kolkata,2021-02-12,139.9,562.7,171.6,91.5,206.5,46.4,6.83,72.2,28.1,19.73,9.62,6.67,108.1,Severe
Bangalore,2021-02-12,372.5,378.2,18.7,108.0,15.5,14.3,0.35,4.3,17.9,15.33,8.96,3.05,278.8,Moderate
Delhi,2021-02-13,347.9,208.6,187.7,92.1,19.9,18.2,4.63,15.4,151.5,7.42,17.46,7.78,54.4,Very Poor
Mumbai,2021-02-13,39.4,568.2,196.9,83.5,243.4,43.5,5.75,25.9,194.9,16.18,20.52,2.3,423.1,Good
Chennai,2021-02-13,205.9,89.8,39.5,144.5,246.3,11.8,7.67,13.3,52.4,4.13,13.1,5.58,476.2,Good
Kolkata,2021-02-13,64.0,242.7,0.1,89.0,76.0,47.1,1.44,27.5,186.8,0.9,28.74,3.89,50.2,Poor
Bangalore,2021-02-13,382.6,451.3,85.5,84.8,117.5,43.3,9.1,98.5,61.2,3.38,1.81,7.54,241.9,Good
Delhi,2021-02-14,40.0,594.6,31.8,41.1,2.6,30.8,6.27,0.3,52.1,3.89,0.17,4.74,370.3,Moderate
Mumbai,2021-02-14,41.5,508.3,154.2,123.0,186.4,36.3,0.39,18.3,78.9,7.89,7.13,9.88,146.3,Very Poor
Chennai,2021-02-14,100.3,170.3,94.1,58.3,204.3,17.3,2.79,99.2,74.7,12.95,12.81,9.61,256.1,Satisfactory
Kolkata,2021-02-14,432.4,330.2,74.0,77.3,1.6,10.3,3.18,57.3,139.6,13.87,8.48,6.94,285.7,Satisfactory
Bangalore,2021-02-14,50.3,74.1,21.3,30.4,179.7,46.8,4.18,17.4,74.2,17.52,8.57,8.09,254.2,Poor
Delhi,2021-02-15,3.4,354.3,158.1,109.8,1.4,28.8,8.79,57.7,142.4,15.66,23.84,9.95,76.9,Good
Mumbai,2021-02-15,79.7,189.6,2.8,140.0,200.6,27.0,5.99,52.6,57.2,1.04,9.37,7.81,28.7,Severe
Chennai,2021-02-15,321.7,441.1,163.4,99.5,110.7,2.9,6.93,68.2,130.7,11.02,25.9,2.26,33.7,Severe
Kolkata,2021-02-15,23.6,545.7,138.2,49.9,85.5,45.5,1.05,42.8,161.8,4.18,13.54,3.76,258.7,Satisfactory
Bangalore,2021-02-15,278.4,485.5,42.3,37.3,173.5,35.6,0.56,34.7,193.9,10.83,15.87,2.44,19.5,Severe
Delhi,2021-02-16,204.5,312.4,109.7,55.9,101.5,38.8,7.88,56.9,121.1,3.33,11.69,0.7,423.8,Moderate
Mumbai,2021-02-16,224.5,436.8,136.8,87.3,244.8,45.7,3.06,22.8,69.6,7.54,19.16,6.75,180.5,Satisfactory
Chennai,2021-02-16,475.2,509.4,138.9,85.6,176.6,20.6,3.86,3.5,75.4,17.68,26.43,0.13,292.9,Good
Kolkata,2021-02-16,167.8,161.6,41.2,137.1,138.6,11.3,6.57,84.2,120.5,1.84,11.97,0.58,161.7,Poor
Bangalore,2021-02-16,282.7,208.5,177.2,116.4,63.9,28.4,1.2,52.1,46.9,2.19,15.51,6.28,100.8,Good
Delhi,2021-02-17,409.7,406.0,6.1,75.0,8.4,1.1,0.73,47.1,181.5,6.66,27.91,8.97,306.3,Satisfactory
Mumbai,2021-02-17,438.9,566.2,24.3,146.3,67.2,49.4,0.53,12.6,107.7,16.74,1.45,2.77,136.0,Poor
Chennai,2021-02-17,416.0,237.5,147.1,109.6,3.5,40.2,3.92,89.0,125.4,8.66,3.2,8.82,414.2,Good
Kolkata,2021-02-17,405.2,266.4,190.6,59.7,84.3,4.3,2.84,85.4,113.9,4.86,19.83,1.49,199.4,Good
Bangalore,2021-02-17,272.8,56.5,109.9,58.7,182.8,46.4,6.41,57.2,177.1,9.03,3.65,4.01,34.0,Severe
Delhi,2021-02-18,78.2,508.9,127.2,61.5,84.5,30.8,8.17,65.3,54.9,14.44,3.22,1.07,352.5,Good
Mumbai,2021-02-18,264.3,123.1,87.6,118.5,45.9,44.6,9.51,78.4,82.3,11.57,20.41,5.46,391.0,Moderate
Chennai,2021-02-18,384.6,277.0,22.2,86.5,71.6,11.4,8.55,24.0,108.0,9.4,14.44,4.42,180.2,Severe
Kolkata,2021-02-18,42.5,561.8,61.6,27.6,201.5,40.8,8.97,79.5,27.3,7.34,21.93,0.88,346.6,Severe
Bangalore,2021-02-18,129.8,80.5,56.6,43.2,97.6,35.4,7.18,63.4,89.5,3.54,13.57,6.41,481.2,Severe
Delhi,2021-02-19,204.1,11.3,175.5,26.1,23.7,39.4,5.15,57.9,132.8,15.77,19.04,3.95,311.9,Very Poor
Mumbai,2021-02-19,382.1,104.0,41.7,19.4,58.7,39.1,7.54,87.7,151.6,10.36,23.31,2.11,54.1,Very Poor
Chennai,2021-02-19,387.3,165.2,40.2,91.9,248.6,3.6,2.91,41.2,154.6,9.87,21.14,3.85,473.9,Severe
Kolkata,2021-02-19,200.8,240.0,140.2,65.5,170.0,42.8,6.58,65.5,146.0,16.18,10.13,6.41,251.4,Severe
Bangalore,2021-02-19,301.5,96.7,193.6,137.5,171.7,36.8,2.93,67.7,36.0,2.36,14.12,8.61,297.6,Moderate
Delhi,2021-02-20,44.4,419.3,133.5,82.8,106.6,46.6,4.8,81.4,148.5,8.24,22.0,1.4,447.5,Satisfactory
Mumbai,2021-02-20,80.4,40.8,43.1,67.1,85.3,24.9,9.82,38.2,134.6,3.66,6.78,3.61,331.6,Very Poor
Chennai,2021-02-20,226.0,62.2,173.4,0.7,66.4,30.4,1.32,50.9,63.8,5.2,29.84,3.26,94.0,Good
Kolkata,2021-02-20,443.6,454.3,147.2,104.6,236.0,17.0,7.83,12.6,149.2,15.81,17.82,4.89,126.3,Moderate
Bangalore,2021-02-20,107.8,372.5,175.5,126.3,76.8,46.8,5.73,19.5,101.5,11.07,6.05,0.03,230.8,Good
Delhi,2021-02-21,345.7,13.7,1.8,122.7,160.5,14.3,7.25,29.1,78.9,6.46,20.33,5.32,205.8,Severe
Mumbai,2021-02-21,466.5,77.9,154.8,54.2,123.2,43.2,7.61,73.8,78.8,6.62,7.58,0.4,477.4,Severe
Chennai,2021-02-21,336.2,582.4,112.3,82.8,133.8,35.1,9.26,17.0,118.1,7.69,0.85,5.08,211.5,Severe
Kolkata,2021-02-21,361.4,365.0,185.7,72.7,168.9,38.6,7.64,95.5,30.6,18.11,15.85,1.99,175.7,Moderate
Bangalore,2021-02-21,428.5,86.3,179.8,6.2,56.2,48.6,7.77,12.0,157.4,12.77,0.1,1.12,409.5,Good
Delhi,2021-02-22,237.5,336.0,5.0,50.6,225.9,17.4,5.52,28.8,141.8,14.07,0.2,9.09,322.0,Very Poor
Mumbai,2021-02-22,250.6,555.3,73.3,122.4,223.6,32.8,1.7,70.4,119.6,15.45,3.93,9.91,110.5,Very Poor
Chennai,2021-02-22,367.2,157.1,10.6,97.3,212.9,42.9,8.43,87.8,70.5,13.27,7.48,1.63,137.4,Satisfactory
Kolkata,2021-02-22,56.5,462.9,160.6,122.1,3.4,2.6,3.61,57.8,142.6,6.45,4.17,2.99,99.2,Moderate
Bangalore,2021-02-22,388.8,19.2,183.6,85.9,149.1,24.0,1.43,72.0,109.8,1.99,7.15,2.88,338.0,Good
Delhi,2021-02-23,295.4,308.6,89.6,144.7,72.4,18.9,9.61,30.8,26.1,15.09,26.25,0.24,468.1,Moderate
Mumbai,2021-02-23,443.9,81.0,82.3,12.5,61.1,38.0,2.13,23.6,88.3,15.87,17.38,7.99,413.6,Moderate
Chennai,2021-02-23,395.0,583.5,88.6,135.8,145.6,16.5,6.47,56.9,110.7,8.05,18.25,8.82,283.1,Severe
Kolkata,2021-02-23,173.7,496.9,74.7,22.4,97.6,31.5,9.63,4.8,2.0,15.56,7.92,5.8,400.7,Satisfactory
Bangalore,2021-02-23,119.2,522.2,97.0,147.9,67.4,37.7,9.04,51.8,99.3,11.73,12.82,0.78,305.7,Good
Delhi,2021-02-24,288.3,560.5,73.4,47.2,126.8,27.2,0.58,86.7,113.7,5.49,4.74,5.56,250.2,Good
Mumbai,2021-02-24,48.2,205.0,55.3,130.1,65.4,5.7,5.7,50.7,39.9,5.3,17.17,5.18,147.9,Poor
Chennai,2021-02-24,309.0,436.2,17.8,136.1,200.1,43.0,1.57,98.6,194.3,6.85,8.03,1.01,264.4,Moderate
Kolkata,2021-02-24,423.3,434.9,124.4,93.4,31.6,42.6,9.59,98.9,186.1,16.43,24.29,2.66,498.8,Moderate
Bangalore,2021-02-24,17.4,327.2,166.3,104.5,241.1,29.8,0.13,81.5,22.6,2.82,8.64,8.72,291.6,Poor
Delhi,2021-02-25,321.8,281.6,156.4,3.7,113.3,40.5,3.6,52.4,3.5,5.2,8.62,7.52,106.8,Satisfactory
Mumbai,2021-02-25,14.8,360.1,74.3,31.8,150.9,39.9,1.89,13.8,105.7,0.56,3.97,4.24,311.2,Good
Chennai,2021-02-25,221.8,481.0,15.7,141.8,227.6,39.7,9.44,39.2,28.8,7.0,19.28,3.92,125.0,Very Poor
Kolkata,2021-02-25,496.0,528.0,189.2,107.9,121.1,0.3,2.47,21.8,43.5,4.81,18.51,8.61,471.6,Good
Bangalore,2021-02-25,123.4,237.5,177.8,21.8,4.1,15.5,5.41,40.3,163.4,7.77,22.28,4.35,255.8,Moderate
Delhi,2021-02-26,15.6,354.2,158.8,31.0,142.1,17.2,4.69,19.6,55.8,14.51,22.14,9.14,325.1,Poor
Mumbai,2021-02-26,373.9,543.4,126.2,27.8,191.2,17.2,9.83,39.3,152.4,0.76,17.97,9.74,38.4,Very Poor
Chennai,2021-02-26,455.9,323.9,65.2,133.4,1.0,42.2,3.91,49.1,137.7,1.33,7.01,3.91,449.4,Satisfactory
Kolkata,2021-02-26,479.1,482.4,135.7,109.8,42.7,18.0,9.11,53.0,45.0,19.55,2.59,4.9,475.4,Good
Bangalore,2021-02-26,468.8,38.3,96.6,141.1,107.5,36.5,6.78,45.9,191.0,14.9,1.94,5.77,367.4,Good
Delhi,2021-02-27,227.9,123.9,139.5,124.2,183.4,5.8,9.71,28.3,39.0,2.37,9.41,9.32,240.8,Severe
Mumbai,2021-02-27,252.1,17.5,21.4,95.5,89.2,13.3,6.38,41.0,183.1,11.74,21.59,6.99,126.3,Very Poor
Chennai,2021-02-27,99.6,157.8,68.0,3.5,236.9,3.5,5.03,36.5,184.4,19.27,11.27,7.21,252.4,Good
Kolkata,2021-02-27,307.1,375.2,47.9,38.6,144.0,24.7,0.18,76.5,162.9,7.33,19.52,2.29,210.8,Good
Bangalore,2021-02-27,80.7,246.6,75.6,111.2,154.2,14.0,7.72,48.8,86.9,17.34,8.95,8.2,30.6,Very Poor
Delhi,2021-02-28,192.8,210.7,3.7,49.7,40.3,42.3,7.0,38.0,151.7,6.46,29.12,9.9,249.0,Poor
Mumbai,2021-02-28,143.7,405.1,45.1,50.5,59.9,17.9,8.78,5.5,177.2,5.92,5.66,6.25,136.5,Satisfactory
Chennai,2021-02-28,35.1,183.8,16.6,60.3,236.2,37.8,0.65,36.4,49.3,18.32,2.44,5.13,497.7,Satisfactory
Kolkata,2021-02-28,52.2,336.0,53.0,81.8,19.2,48.1,5.4,5.6,82.2,18.46,12.13,8.43,319.6,Poor
Bangalore,2021-02-28,132.3,378.0,179.4,56.6,108.6,38.4,4.23,52.4,195.4,3.42,19.03,6.66,489.3,Moderate
Delhi,2021-03-01,436.8,37.8,197.0,55.3,115.4,20.5,8.66,63.1,32.6,8.89,5.39,5.62,160.5,Poor
Mumbai,2021-03-01,264.6,160.4,134.3,139.2,6.0,49.8,7.83,16.7,187.7,9.55,13.07,0.24,344.6,Severe
Chennai,2021-03-01,178.3,510.7,34.6,79.1,113.5,28.2,4.05,86.2,120.1,18.5,7.99,3.93,454.0,Good
Kolkata,2021-03-01,278.0,208.9,149.2,35.9,224.1,1.1,5.44,79.3,173.4,15.95,18.41,4.11,341.4,Satisfactory
Bangalore,2021-03-01,482.4,37.4,141.1,137.1,171.7,41.6,4.57,34.8,64.9,12.61,18.29,6.58,467.2,Severe
Delhi,2021-03-02,245.8,30.0,49.0,45.6,187.2,27.5,3.24,25.7,106.6,13.79,22.55,2.03,457.4,Severe
Mumbai,2021-03-02,148.5,246.8,6.3,88.1,181.6,7.1,3.42,80.6,86.3,4.38,22.44,5.97,485.1,Severe
Chennai,2021-03-02,50.5,321.1,181.5,121.6,55.2,5.3,7.54,12.6,127.4,16.7,23.79,1.72,290.3,Poor
Kolkata,2021-03-02,263.5,374.5,7.4,13.7,40.3,33.8,2.29,99.0,74.6,0.45,18.84,1.16,92.9,Very Poor
Bangalore,2021-03-02,164.0,255.6,194.9,73.7,217.2,11.9,3.85,41.7,29.3,15.45,29.04,3.98,328.8,Satisfactory
Delhi,2021-03-03,367.6,184.7,41.8,19.4,203.3,25.0,4.34,20.1,126.0,13.63,9.29,5.29,257.2,Satisfactory
Mumbai,2021-03-03,1.3,441.9,9.1,22.4,178.1,28.5,6.53,7.9,163.6,12.04,20.85,3.0,229.2,Moderate
Chennai,2021-03-03,87.9,270.5,38.1,91.5,82.7,40.8,1.15,66.2,33.9,15.51,19.73,1.56,364.2,Moderate
